Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	Peak Freq (Hz)	High Freq (Hz)	Delta Time (s)	File Offset (s)	Begin Path	Begin File	Class	Sound type	Comments
675	Spectrogram 1	1	1360.626518858	1361.042158675	26.1	93.8	346.4	0.416	1360.627	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
676	Spectrogram 1	1	1363.203485722	1363.766908585	22.9	90.8	241.8	0.563	1363.203	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
677	Spectrogram 1	1	1369.789067708	1369.973796516	35.9	38.1	150.3	0.185	1369.789	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
678	Spectrogram 1	1	1373.893759519	1374.106197647	35.9	93.8	140.5	0.212	1373.894	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
679	Spectrogram 1	1	1374.383290858	1374.669620510	22.9	29.3	134.0	0.286	1374.383	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
680	Spectrogram 1	1	1374.789694235	1375.103733208	26.1	35.2	127.5	0.314	1374.790	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
681	Spectrogram 1	1	1380.867272001	1381.227493175	32.7	96.7	166.7	0.360	1380.867	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
682	Spectrogram 1	1	1381.661605873	1381.790916038	16.3	20.5	120.9	0.129	1381.662	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
683	Spectrogram 1	1	1382.197319415	1382.326629580	29.4	99.6	150.3	0.129	1382.197	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
684	Spectrogram 1	1	1382.418993983	1382.696087195	32.7	93.8	143.8	0.277	1382.419	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
685	Spectrogram 1	1	1386.015681573	1386.412848509	29.4	35.2	225.5	0.397	1386.016	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
686	Spectrogram 1	1	1386.671468840	1386.911616290	32.7	87.9	225.5	0.240	1386.671	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
687	Spectrogram 1	1	1387.410384070	1387.641295079	19.6	20.5	261.4	0.231	1387.410	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
688	Spectrogram 1	1	1390.282917026	1390.458409393	19.6	20.5	258.2	0.175	1390.283	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
689	Spectrogram 1	1	1390.569246677	1390.726266164	26.1	35.2	199.3	0.157	1390.569	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
690	Spectrogram 1	1	1390.901758531	1391.077250898	19.6	20.5	235.3	0.175	1390.902	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
691	Spectrogram 1	1	1392.241042385	1392.628972881	19.6	20.5	183.0	0.388	1392.241	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
692	Spectrogram 1	1	1393.127740661	1393.247814386	19.6	20.5	156.9	0.120	1393.128	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
694	Spectrogram 1	1	1394.531679598	1394.697935524	29.4	35.2	160.1	0.166	1394.532	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
695	Spectrogram 1	1	1396.101874461	1396.332785471	26.1	79.1	124.2	0.231	1396.102	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
696	Spectrogram 1	1	1398.922701060	1399.199794271	22.9	26.4	232.0	0.277	1398.923	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
697	Spectrogram 1	1	1405.997814386	1406.228725395	26.1	35.2	134.0	0.231	1405.998	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
698	Spectrogram 1	1	1406.866039781	1407.253970277	29.4	111.3	245.1	0.388	1406.866	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
699	Spectrogram 1	1	1410.246576958	1410.523670169	22.9	35.2	183.0	0.277	1410.247	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
700	Spectrogram 1	1	1415.856808549	1416.244739045	29.4	87.9	209.2	0.388	1415.857	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
701	Spectrogram 1	1	1419.930078754	1420.253354167	22.9	29.3	137.3	0.323	1419.930	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
702	Spectrogram 1	1	1421.888204113	1422.220715966	29.4	38.1	140.5	0.333	1421.888	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
703	Spectrogram 1	1	1425.826639996	1426.039078125	32.7	38.1	186.3	0.212	1425.827	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
704	Spectrogram 1	1	1426.149915409	1426.325407777	26.1	35.2	202.6	0.175	1426.150	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
705	Spectrogram 1	1	1427.147450970	1427.387598420	22.9	76.2	140.5	0.240	1427.147	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
706	Spectrogram 1	1	1428.699172953	1428.902374641	22.9	85.0	225.5	0.203	1428.699	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
707	Spectrogram 1	1	1429.345723779	1429.595107669	29.4	82.0	199.3	0.249	1429.346	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
708	Spectrogram 1	1	1431.174538973	1431.340794899	29.4	82.0	127.5	0.166	1431.175	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
709	Spectrogram 1	1	1443.499662716	1443.776755927	22.9	29.3	134.0	0.277	1443.500	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
710	Spectrogram 1	1	1444.183159303	1444.321705909	26.1	26.4	120.9	0.139	1444.183	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
711	Spectrogram 1	1	1448.524286279	1448.690542205	22.9	87.9	117.6	0.166	1448.524	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
712	Spectrogram 1	1	1449.580952766	1449.710262931	19.6	20.5	248.4	0.129	1449.581	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
713	Spectrogram 1	1	1449.765681573	1449.894991739	19.6	20.5	251.6	0.129	1449.766	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
714	Spectrogram 1	1	1450.107429867	1450.412232399	16.3	20.5	238.6	0.305	1450.107	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
715	Spectrogram 1	1	1450.689325611	1450.800162895	29.4	38.1	212.4	0.111	1450.689	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
716	Spectrogram 1	1	1451.068019666	1451.215802712	32.7	35.2	163.4	0.148	1451.068	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
717	Spectrogram 1	1	1452.859889098	1453.109272989	22.9	26.4	150.3	0.249	1452.860	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
718	Spectrogram 1	1	1467.743506825	1468.066782238	22.9	85.0	192.8	0.323	1467.744	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
719	Spectrogram 1	1	1468.916534752	1469.202864404	22.9	29.3	300.7	0.286	1468.917	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
720	Spectrogram 1	1	1471.105571121	1471.290299928	35.9	38.1	140.5	0.185	1471.106	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
721	Spectrogram 1	1	1472.906676994	1473.072932920	19.6	20.5	134.0	0.166	1472.907	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
722	Spectrogram 1	1	1475.247208693	1475.672084950	16.3	20.5	428.1	0.425	1475.247	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
723	Spectrogram 1	1	1486.100026131	1486.321700700	19.6	20.5	349.7	0.222	1486.100	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
724	Spectrogram 1	1	1488.357429867	1488.560631555	35.9	85.0	153.6	0.203	1488.357	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
725	Spectrogram 1	1	1491.026761135	1491.470110273	19.6	20.5	385.6	0.443	1491.027	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
726	Spectrogram 1	1	1492.282917026	1492.412227191	19.6	20.5	372.5	0.129	1492.283	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
727	Spectrogram 1	1	1492.523064476	1492.763211925	26.1	90.8	362.7	0.240	1492.523	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
728	Spectrogram 1	1	1493.234270384	1493.382053430	32.7	38.1	362.7	0.148	1493.234	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
729	Spectrogram 1	1	1493.483654274	1493.612964440	29.4	184.6	375.8	0.129	1493.484	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
730	Spectrogram 1	1	1493.927003412	1494.047077137	29.4	38.1	349.7	0.120	1493.927	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
731	Spectrogram 1	1	1494.157914422	1494.314933908	22.9	181.6	209.2	0.157	1494.158	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
732	Spectrogram 1	1	1495.709636404	1495.838946570	29.4	38.1	212.4	0.129	1495.710	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
733	Spectrogram 1	1	1516.305086566	1516.462106052	32.7	310.5	323.5	0.157	1516.305	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
734	Spectrogram 1	1	1532.592643229	1532.795844917	29.4	99.6	245.1	0.203	1532.593	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
735	Spectrogram 1	1	1537.469483746	1537.681921875	32.7	93.8	418.3	0.212	1537.469	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
736	Spectrogram 1	1	1538.701642601	1539.034154454	32.7	85.0	147.1	0.333	1538.702	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
737	Spectrogram 1	1	1543.615428879	1543.827867008	29.4	35.2	127.5	0.212	1543.615	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
738	Spectrogram 1	1	1545.416534752	1545.536608477	29.4	193.4	222.2	0.120	1545.417	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
740	Spectrogram 1	1	1552.476887482	1553.012601024	26.1	93.8	320.3	0.536	1552.477	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
741	Spectrogram 1	1	1553.539078125	1553.788462015	19.6	20.5	219.0	0.249	1553.539	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
742	Spectrogram 1	1	1553.825407777	1554.047082346	32.7	82.0	219.0	0.222	1553.825	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
743	Spectrogram 1	1	1555.414075521	1555.608040769	32.7	87.9	189.5	0.194	1555.414	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
744	Spectrogram 1	1	1556.559394127	1556.827250898	35.9	87.9	192.8	0.268	1556.559	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
745	Spectrogram 1	1	1559.662838093	1559.912221983	19.6	20.5	209.2	0.249	1559.663	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
746	Spectrogram 1	1	1561.159141433	1561.288451598	32.7	90.8	117.6	0.129	1561.159	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
747	Spectrogram 1	1	1573.890668552	1574.149288883	22.9	178.7	205.9	0.259	1573.891	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
748	Spectrogram 1	1	1582.548925467	1583.177003412	26.1	29.3	235.3	0.628	1582.549	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
749	Spectrogram 1	1	1583.500278825	1583.842027119	13.1	14.6	219.0	0.342	1583.500	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
750	Spectrogram 1	1	1588.118499012	1588.266282058	26.1	26.4	120.9	0.148	1588.118	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
751	Spectrogram 1	1	1596.933775413	1597.100031340	32.7	35.2	147.1	0.166	1596.934	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
752	Spectrogram 1	1	1603.670852730	1603.883290858	26.1	29.3	160.1	0.212	1603.671	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
753	Spectrogram 1	1	1604.825407777	1605.047082346	26.1	35.2	192.8	0.222	1604.825	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
754	Spectrogram 1	1	1609.776139817	1610.201016074	35.9	38.1	241.8	0.425	1609.776	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
755	Spectrogram 1	1	1636.550768588	1636.707788075	19.6	20.5	176.5	0.157	1636.551	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
756	Spectrogram 1	1	1638.111727011	1638.388820223	22.9	26.4	160.1	0.277	1638.112	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
757	Spectrogram 1	1	1639.737340517	1640.051379490	29.4	96.7	209.2	0.314	1639.737	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
758	Spectrogram 1	1	1644.922695851	1645.227498384	26.1	79.1	189.5	0.305	1644.923	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
759	Spectrogram 1	1	1670.607424659	1671.023064476	22.9	29.3	176.5	0.416	1670.607	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
760	Spectrogram 1	1	1682.073559447	1682.249051814	26.1	93.8	114.4	0.175	1682.074	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	toot	
761	Spectrogram 1	1	1697.483654274	1697.686855963	22.9	29.3	215.7	0.203	1697.484	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
762	Spectrogram 1	1	1702.831553251	1702.951626976	19.6	20.5	173.2	0.120	1702.832	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
763	Spectrogram 1	1	1707.961489943	1708.487967044	26.1	79.1	323.5	0.526	1707.961	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
764	Spectrogram 1	1	1708.995971264	1709.162227191	19.6	20.5	140.5	0.166	1708.996	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
765	Spectrogram 1	1	1711.452864404	1711.702248294	26.1	196.3	235.3	0.249	1711.453	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
766	Spectrogram 1	1	1714.279215158	1714.787219379	22.9	29.3	212.4	0.508	1714.279	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
767	Spectrogram 1	1	1714.999657507	1715.295223599	22.9	90.8	254.9	0.296	1715.000	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
768	Spectrogram 1	1	1716.329704921	1716.505197288	16.3	20.5	153.6	0.175	1716.330	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
769	Spectrogram 1	1	1721.930700072	1722.272448366	16.3	20.5	209.2	0.342	1721.931	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
770	Spectrogram 1	1	1722.789689027	1722.946708513	26.1	35.2	294.1	0.157	1722.790	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
771	Spectrogram 1	1	1722.983654274	1723.251511045	32.7	35.2	150.3	0.268	1722.984	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
772	Spectrogram 1	1	1726.179462644	1726.410373653	19.6	20.5	153.6	0.231	1726.179	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
773	Spectrogram 1	1	1730.385755298	1730.561247665	29.4	35.2	137.3	0.175	1730.386	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
774	Spectrogram 1	1	1732.611737428	1732.824175557	35.9	96.7	258.2	0.212	1732.612	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
775	Spectrogram 1	1	1733.433780621	1733.609272989	35.9	79.1	209.2	0.175	1733.434	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
776	Spectrogram 1	1	1733.664691631	1734.061858567	29.4	82.0	297.4	0.397	1733.665	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
777	Spectrogram 1	1	1736.056929688	1736.287840697	22.9	29.3	186.3	0.231	1736.057	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
778	Spectrogram 1	1	1759.672695851	1760.014444145	29.4	87.9	222.2	0.342	1759.673	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
779	Spectrogram 1	1	1767.052611710	1767.154212554	22.9	29.3	222.2	0.102	1767.053	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
780	Spectrogram 1	1	1769.873438308	1770.030457795	19.6	20.5	150.3	0.157	1769.873	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
